# 2026新托福高频词汇表
# 来源: AWL (Academic Word List) + TOEFL 2026真题高频词 + 12学科主题词汇
# 格式: 单词\t词性\t中文释义\t分类\t优先级(1最高)
# 优先级说明: 1=AWL Sublist1-3(必背) 2=AWL Sublist4-6(高频) 3=AWL Sublist7-10(进阶) 4=学科专项 5=功能词/转折词
#
# ===== AWL Sublist 1 (60词, 最高频学术词) =====
culture	n	文化	AWL-2	1
design	n/v	设计	AWL-2	1
distinct	adj	不同的；明确的	AWL-2	1
element	n	元素	AWL-2	1
equate	v	等同	AWL-2	1
evaluate	v	评价	AWL-2	1
feature	n/v	特征	AWL-2	1
final	adj	最终的	AWL-2	1
focus	n/v	焦点；关注	AWL-2	1
impact	n/v	影响	AWL-2	1
injure	v	损伤	AWL-2	1
institute	n/v	机构；设立	AWL-2	1
invest	v	投资	AWL-2	1
item	n	项目；条目	AWL-2	1
journal	n	期刊；日志	AWL-2	1
maintain	v	维持；保养	AWL-2	1
normal	adj	正常的	AWL-2	1
obtain	v	获得	AWL-2	1
participate	v	参与	AWL-2	1
perceive	v	感知	AWL-2	1
positive	adj	积极的	AWL-2	1
potential	adj/n	潜在的	AWL-2	1
previous	adj	之前的	AWL-2	1
primary	adj	主要的	AWL-2	1
purchase	v/n	购买	AWL-2	1
range	n/v	范围	AWL-2	1
region	n	地区	AWL-2	1
regulate	v	调节；管理	AWL-2	1
relevant	adj	相关的	AWL-2	1
reside	v	居住	AWL-2	1
resource	n	资源	AWL-2	1
restrict	v	限制	AWL-2	1
secure	adj/v	安全的；获得	AWL-2	1
seek	v	寻求	AWL-2	1
select	v	选择	AWL-2	1
site	n	地点	AWL-2	1
strategy	n	策略	AWL-2	1
survey	n/v	调查	AWL-2	1
text	n	文本	AWL-2	1
tradition	n	传统	AWL-2	1
transfer	v/n	转移	AWL-2	1
#
# ===== AWL Sublist 3 (60词) =====
alternative	n/adj	替代方案；替代的	AWL-3	1
circumstance	n	情况	AWL-3	1
comment	n/v	评论	AWL-3	1
compensate	v	补偿	AWL-3	1
component	n	组成部分	AWL-3	1
consent	n/v	同意	AWL-3	1
considerable	adj	相当大的	AWL-3	1
constant	adj/n	持续的；常量	AWL-3	1
constrain	v	约束	AWL-3	1
contribute	v	贡献；导致	AWL-3	1
convene	v	召集	AWL-3	1
coordinate	v/n	协调	AWL-3	1
core	n/adj	核心	AWL-3	1
corporate	adj	公司的	AWL-3	1
correspond	v	对应；通信	AWL-3	1
criterion	n	标准(复数criteria)	AWL-3	1
deduce	v	推断	AWL-3	1
demonstrate	v	证明；展示	AWL-3	1
document	n/v	文件；记录	AWL-3	1
dominate	v	主导	AWL-3	1
emphasis	n	强调	AWL-3	1
ensure	v	确保	AWL-3	1
exclude	v	排除	AWL-3	1
framework	n	框架	AWL-3	1
fund	n/v	基金；资助	AWL-3	1
illustrate	v	说明；图示	AWL-3	1
immigrate	v	移民	AWL-3	1
imply	v	暗示	AWL-3	1
initial	adj	最初的	AWL-3	1
instance	n	例子	AWL-3	1
interact	v	互动	AWL-3	1
justify	v	证明…合理	AWL-3	1
layer	n	层	AWL-3	1
link	n/v	联系	AWL-3	1
locate	v	定位	AWL-3	1
maximise	v	最大化	AWL-3	1
minor	adj	较小的；次要的	AWL-3	1
negate	v	否定	AWL-3	1
outcome	n	结果	AWL-3	1
partner	n	伙伴	AWL-3	1
philosophy	n	哲学	AWL-3	1
physical	adj	物理的；身体的	AWL-3	1
proportion	n	比例	AWL-3	1
publish	v	出版	AWL-3	1
react	v	反应	AWL-3	1
register	v/n	注册；登记	AWL-3	1
rely	v	依赖	AWL-3	1
remove	v	移除	AWL-3	1
scheme	n	方案；计划	AWL-3	1
sequence	n	序列	AWL-3	1
shift	v/n	转变	AWL-3	1
specify	v	指定	AWL-3	1
sufficient	adj	足够的	AWL-3	1
task	n	任务	AWL-3	1
technical	adj	技术的	AWL-3	1
technique	n	技术；技巧	AWL-3	1
technology	n	科技	AWL-3	1
valid	adj	有效的	AWL-3	1
volume	n	体积；音量；卷	AWL-3	1
#
# ===== AWL Sublist 4 (60词) =====
access	n/v	通道；访问	AWL-4	2
adequate	adj	充分的	AWL-4	2
annual	adj	年度的	AWL-4	2
apparent	adj	明显的	AWL-4	2
approximate	adj/v	大约的；近似	AWL-4	2
attitude	n	态度	AWL-4	2
attribute	v/n	归因于；属性	AWL-4	2
civil	adj	公民的；民事的	AWL-4	2
code	n	代码；准则	AWL-4	2
commit	v	承诺；犯罪	AWL-4	2
communicate	v	交流	AWL-4	2
concentrate	v	集中	AWL-4	2
confer	v	授予；商议	AWL-4	2
contrast	n/v	对比	AWL-4	2
cycle	n	循环	AWL-4	2
debate	n/v	辩论	AWL-4	2
despite	prep	尽管	AWL-4	2
dimension	n	维度；方面	AWL-4	2
domestic	adj	国内的	AWL-4	2
emerge	v	出现	AWL-4	2
error	n	错误	AWL-4	2
ethnic	adj	种族的	AWL-4	2
goal	n	目标	AWL-4	2
grant	v/n	授予；拨款	AWL-4	2
hence	adv	因此	AWL-4	2
hypothesis	n	假设(复数hypotheses)	AWL-4	2
implement	v	实施	AWL-4	2
implicate	v	暗示牵连	AWL-4	2
impose	v	施加；强制	AWL-4	2
integrate	v	整合	AWL-4	2
internal	adj	内部的	AWL-4	2
investigate	v	调查	AWL-4	2
job	n	工作	AWL-4	2
label	n/v	标签	AWL-4	2
mechanism	n	机制	AWL-4	2
obvious	adj	明显的	AWL-4	2
occupy	v	占据	AWL-4	2
option	n	选项	AWL-4	2
output	n	产出	AWL-4	2
overall	adj/adv	总体的	AWL-4	2
parallel	adj/n	平行的	AWL-4	2
parameter	n	参数	AWL-4	2
phase	n	阶段	AWL-4	2
predict	v	预测	AWL-4	2
principal	adj/n	主要的；校长	AWL-4	2
prior	adj	先前的	AWL-4	2
professional	adj/n	专业的	AWL-4	2
project	n/v	项目；投射	AWL-4	2
promote	v	促进；晋升	AWL-4	2
regime	n	政权；制度	AWL-4	2
resolve	v	解决	AWL-4	2
retain	v	保留	AWL-4	2
series	n	系列	AWL-4	2
statistic	n	统计数据	AWL-4	2
status	n	地位；状态	AWL-4	2
stress	n/v	压力；强调	AWL-4	2
subsequent	adj	随后的	AWL-4	2
sum	n/v	总和	AWL-4	2
summary	n	摘要	AWL-4	2
undertake	v	承担	AWL-4	2
#
# ===== AWL Sublist 5 (60词) =====
academy	n	学院	AWL-5	2
adjust	v	调整	AWL-5	2
alter	v	改变	AWL-5	2
amend	v	修正	AWL-5	2
aware	adj	意识到的	AWL-5	2
capacity	n	能力；容量	AWL-5	2
challenge	n/v	挑战	AWL-5	2
clause	n	条款；从句	AWL-5	2
compound	n/adj	化合物；复合的	AWL-5	2
conflict	n/v	冲突	AWL-5	2
consult	v	咨询	AWL-5	2
contact	n/v	联系	AWL-5	2
decline	v/n	下降；婉拒	AWL-5	2
discrete	adj	离散的；分立的	AWL-5	2
draft	n/v	草稿；起草	AWL-5	2
enable	v	使能够	AWL-5	2
energy	n	能量	AWL-5	2
enforce	v	执行；实施	AWL-5	2
entity	n	实体	AWL-5	2
equivalent	adj/n	等价的	AWL-5	2
evolve	v	进化；发展	AWL-5	2
expand	v	扩展	AWL-5	2
expose	v	暴露	AWL-5	2
external	adj	外部的	AWL-5	2
facilitate	v	促进	AWL-5	2
fundamental	adj	基本的	AWL-5	2
generate	v	产生	AWL-5	2
generation	n	一代；产生	AWL-5	2
image	n	图像；形象	AWL-5	2
liberal	adj	自由的	AWL-5	2
licence	n	许可证	AWL-5	2
logic	n	逻辑	AWL-5	2
margin	n	边缘；利润	AWL-5	2
medical	adj	医学的	AWL-5	2
mental	adj	精神的	AWL-5	2
modify	v	修改	AWL-5	2
monitor	v/n	监控	AWL-5	2
network	n	网络	AWL-5	2
notion	n	概念；观念	AWL-5	2
objective	n/adj	目标；客观的	AWL-5	2
orient	v	定向	AWL-5	2
perspective	n	视角	AWL-5	2
precise	adj	精确的	AWL-5	2
prime	adj/n	首要的	AWL-5	2
psychology	n	心理学	AWL-5	2
pursue	v	追求	AWL-5	2
ratio	n	比率	AWL-5	2
reject	v	拒绝	AWL-5	2
revenue	n	收入	AWL-5	2
stable	adj	稳定的	AWL-5	2
style	n	风格	AWL-5	2
substitute	v/n	替代	AWL-5	2
sustain	v	维持	AWL-5	2
symbol	n	符号；象征	AWL-5	2
target	n/v	目标	AWL-5	2
transit	n	运输	AWL-5	2
trend	n	趋势	AWL-5	2
version	n	版本	AWL-5	2
welfare	n	福利	AWL-5	2
whereas	conj	然而；鉴于	AWL-5	2
#
# ===== AWL Sublist 6 (60词) =====
abstract	adj/n	抽象的；摘要	AWL-6	2
accurate	adj	准确的	AWL-6	2
acknowledge	v	承认	AWL-6	2
aggregate	v/adj	聚合	AWL-6	2
allocate	v	分配	AWL-6	2
assign	v	分配；指派	AWL-6	2
attach	v	附加	AWL-6	2
author	n	作者	AWL-6	2
bond	n	纽带；债券	AWL-6	2
brief	adj	简要的	AWL-6	2
capable	adj	有能力的	AWL-6	2
cite	v	引用	AWL-6	2
cooperate	v	合作	AWL-6	2
discriminate	v	歧视；辨别	AWL-6	2
display	v/n	展示	AWL-6	2
diverse	adj	多样的	AWL-6	2
domain	n	领域	AWL-6	2
edit	v	编辑	AWL-6	2
enhance	v	增强	AWL-6	2
estate	n	地产	AWL-6	2
exceed	v	超过	AWL-6	2
expert	n/adj	专家	AWL-6	2
explicit	adj	明确的	AWL-6	2
federal	adj	联邦的	AWL-6	2
fee	n	费用	AWL-6	2
flexible	adj	灵活的	AWL-6	2
furthermore	adv	此外	AWL-6	2
gender	n	性别	AWL-6	2
ignorance	n	无知	AWL-6	2
incentive	n	激励	AWL-6	2
incidence	n	发生率	AWL-6	2
incorporate	v	纳入	AWL-6	2
index	n	指数；索引	AWL-6	2
inhibit	v	抑制	AWL-6	2
initiate	v	启动	AWL-6	2
input	n	输入	AWL-6	2
instruct	v	指示	AWL-6	2
intelligence	n	智力；情报	AWL-6	2
interval	n	间隔	AWL-6	2
lecture	n	讲座	AWL-6	2
migrate	v	迁移	AWL-6	2
minimum	n/adj	最小值	AWL-6	2
ministry	n	部委	AWL-6	2
motive	n	动机	AWL-6	2
neutral	adj	中立的	AWL-6	2
nevertheless	adv	然而	AWL-6	2
overseas	adv/adj	海外	AWL-6	2
precede	v	先于	AWL-6	2
presume	v	推测	AWL-6	2
rational	adj	理性的	AWL-6	2
recover	v	恢复	AWL-6	2
reveal	v	揭示	AWL-6	2
scope	n	范围	AWL-6	2
subsidy	n	补贴	AWL-6	2
tape	n	磁带	AWL-6	2
trace	v/n	追溯；痕迹	AWL-6	2
transform	v	转变	AWL-6	2
transport	v/n	运输	AWL-6	2
underlie	v	构成…的基础	AWL-6	2
utilise	v	利用	AWL-6	2
#
# ===== AWL Sublist 7 (60词) =====
adapt	v	适应	AWL-7	3
adult	n/adj	成人	AWL-7	3
advocate	v/n	提倡	AWL-7	3
aid	n/v	援助	AWL-7	3
channel	n	渠道；频道	AWL-7	3
chemical	adj/n	化学的	AWL-7	3
classic	adj	经典的	AWL-7	3
comprehensive	adj	全面的	AWL-7	3
comprise	v	包含	AWL-7	3
confirm	v	确认	AWL-7	3
contrary	adj/n	相反的	AWL-7	3
convert	v	转化	AWL-7	3
couple	n/v	一对；结合	AWL-7	3
decade	n	十年	AWL-7	3
definite	adj	明确的	AWL-7	3
deny	v	否认	AWL-7	3
differentiate	v	区分	AWL-7	3
dispose	v	处置	AWL-7	3
dynamic	adj	动态的	AWL-7	3
eliminate	v	消除	AWL-7	3
empirical	adj	经验的；实证的	AWL-7	3
equip	v	装备	AWL-7	3
extract	v/n	提取	AWL-7	3
file	n/v	文件；归档	AWL-7	3
finite	adj	有限的	AWL-7	3
foundation	n	基础；基金会	AWL-7	3
global	adj	全球的	AWL-7	3
grade	n	等级	AWL-7	3
guarantee	v/n	保证	AWL-7	3
hierarchy	n	等级制度	AWL-7	3
identical	adj	相同的	AWL-7	3
ideology	n	意识形态	AWL-7	3
infer	v	推断	AWL-7	3
innovate	v	创新	AWL-7	3
insert	v	插入	AWL-7	3
intervene	v	干预	AWL-7	3
isolate	v	隔离	AWL-7	3
media	n	媒体	AWL-7	3
mode	n	模式	AWL-7	3
paradigm	n	范式	AWL-7	3
phenomenon	n	现象(复数phenomena)	AWL-7	3
priority	n	优先事项	AWL-7	3
prohibit	v	禁止	AWL-7	3
publication	n	出版物	AWL-7	3
quote	v/n	引用	AWL-7	3
release	v/n	释放；发布	AWL-7	3
reverse	v/adj	逆转	AWL-7	3
simulate	v	模拟	AWL-7	3
sole	adj	唯一的	AWL-7	3
somewhat	adv	稍微	AWL-7	3
submit	v	提交	AWL-7	3
successor	n	继任者	AWL-7	3
survive	v	幸存	AWL-7	3
thesis	n	论文(复数theses)	AWL-7	3
topic	n	主题	AWL-7	3
transmit	v	传输	AWL-7	3
ultimate	adj	最终的	AWL-7	3
unique	adj	独特的	AWL-7	3
visible	adj	可见的	AWL-7	3
voluntary	adj	自愿的	AWL-7	3
#
# ===== AWL Sublist 8 (60词) =====
abandon	v	放弃	AWL-8	3
accompany	v	陪伴	AWL-8	3
accumulate	v	积累	AWL-8	3
ambiguous	adj	含糊的	AWL-8	3
appendix	n	附录	AWL-8	3
appreciate	v	欣赏；感激	AWL-8	3
arbitrary	adj	任意的	AWL-8	3
automate	v	自动化	AWL-8	3
bias	n	偏见	AWL-8	3
chart	n/v	图表	AWL-8	3
clarify	v	澄清	AWL-8	3
commodity	n	商品	AWL-8	3
complement	v/n	补充	AWL-8	3
conform	v	遵从	AWL-8	3
contemporary	adj	当代的	AWL-8	3
contradict	v	矛盾	AWL-8	3
crucial	adj	关键的	AWL-8	3
currency	n	货币	AWL-8	3
denote	v	表示	AWL-8	3
detect	v	检测	AWL-8	3
deviate	v	偏离	AWL-8	3
displace	v	取代；使流离失所	AWL-8	3
drama	n	戏剧	AWL-8	3
eventual	adj	最终的	AWL-8	3
exhibit	v/n	展示；展览	AWL-8	3
exploit	v	利用；开发	AWL-8	3
fluctuate	v	波动	AWL-8	3
guideline	n	指导方针	AWL-8	3
highlight	v/n	强调	AWL-8	3
implicit	adj	隐含的	AWL-8	3
induce	v	诱导	AWL-8	3
inevitable	adj	不可避免的	AWL-8	3
infrastructure	n	基础设施	AWL-8	3
inspect	v	检查	AWL-8	3
intense	adj	强烈的	AWL-8	3
manipulate	v	操纵	AWL-8	3
minimise	v	最小化	AWL-8	3
nuclear	adj	核的	AWL-8	3
offset	v/n	抵消	AWL-8	3
paragraph	n	段落	AWL-8	3
plus	prep/conj	加上	AWL-8	3
practitioner	n	从业者	AWL-8	3
predominant	adj	主导的	AWL-8	3
prospect	n	前景	AWL-8	3
radical	adj	激进的；根本的	AWL-8	3
random	adj	随机的	AWL-8	3
reinforce	v	加强	AWL-8	3
restore	v	恢复	AWL-8	3
revise	v	修改	AWL-8	3
schedule	n/v	时间表；安排	AWL-8	3
tense	adj/n	紧张的；时态	AWL-8	3
terminate	v	终止	AWL-8	3
theme	n	主题	AWL-8	3
thereby	adv	因此	AWL-8	3
uniform	adj	统一的	AWL-8	3
vehicle	n	车辆；载体	AWL-8	3
via	prep	通过	AWL-8	3
virtual	adj	虚拟的	AWL-8	3
visual	adj	视觉的	AWL-8	3
widespread	adj	广泛的	AWL-8	3
#
# ===== AWL Sublist 9 (60词) =====
accommodate	v	容纳；适应	AWL-9	3
analogy	n	类比	AWL-9	3
anticipate	v	预期	AWL-9	3
assure	v	保证	AWL-9	3
attain	v	达到	AWL-9	3
behalf	n	代表	AWL-9	3
bulk	n	大部分	AWL-9	3
cease	v	停止	AWL-9	3
coherent	adj	连贯的	AWL-9	3
coincide	v	巧合；同时发生	AWL-9	3
commence	v	开始	AWL-9	3
compatible	adj	兼容的	AWL-9	3
concurrent	adj	同时的	AWL-9	3
confine	v	限制	AWL-9	3
controversy	n	争议	AWL-9	3
converse	adj/n	相反的	AWL-9	3
device	n	设备	AWL-9	3
devote	v	投入	AWL-9	3
diminish	v	减少	AWL-9	3
distort	v	扭曲	AWL-9	3
duration	n	持续时间	AWL-9	3
erode	v	侵蚀	AWL-9	3
ethic	n	伦理	AWL-9	3
format	n	格式	AWL-9	3
found	v	建立	AWL-9	3
inherent	adj	固有的	AWL-9	3
insight	n	洞察	AWL-9	3
integral	adj	不可或缺的	AWL-9	3
intermediate	adj	中间的	AWL-9	3
manual	adj/n	手动的；手册	AWL-9	3
mature	adj/v	成熟的	AWL-9	3
mediate	v	调解	AWL-9	3
medium	n/adj	媒介；中等的	AWL-9	3
military	adj/n	军事的	AWL-9	3
minimal	adj	最少的	AWL-9	3
mutual	adj	相互的	AWL-9	3
norm	n	规范	AWL-9	3
overlap	v/n	重叠	AWL-9	3
passive	adj	被动的	AWL-9	3
portion	n	部分	AWL-9	3
preliminary	adj	初步的	AWL-9	3
protocol	n	协议；规程	AWL-9	3
qualitative	adj	定性的	AWL-9	3
refine	v	精炼；改进	AWL-9	3
relax	v	放松	AWL-9	3
restrain	v	约束	AWL-9	3
revolution	n	革命	AWL-9	3
rigid	adj	刚性的；严格的	AWL-9	3
route	n	路线	AWL-9	3
scenario	n	情景	AWL-9	3
sphere	n	领域；球体	AWL-9	3
subordinate	adj/n	从属的	AWL-9	3
supplement	v/n	补充	AWL-9	3
suspend	v	暂停	AWL-9	3
team	n	团队	AWL-9	3
temporary	adj	临时的	AWL-9	3
trigger	v/n	触发	AWL-9	3
unify	v	统一	AWL-9	3
violate	v	违反	AWL-9	3
vision	n	视野；愿景	AWL-9	3
#
# ===== AWL Sublist 10 (30词) =====
adjacent	adj	相邻的	AWL-10	3
albeit	conj	尽管	AWL-10	3
assemble	v	组装；集合	AWL-10	3
collapse	v/n	崩溃	AWL-10	3
colleague	n	同事	AWL-10	3
compile	v	汇编	AWL-10	3
conceive	v	构想	AWL-10	3
convince	v	说服	AWL-10	3
depress	v	使沮丧；压低	AWL-10	3
encounter	v/n	遭遇	AWL-10	3
enormous	adj	巨大的	AWL-10	3
forthcoming	adj	即将到来的	AWL-10	3
incline	v/n	倾向；斜坡	AWL-10	3
integrity	n	正直；完整性	AWL-10	3
intrinsic	adj	内在的	AWL-10	3
invoke	v	援引	AWL-10	3
levy	v/n	征收	AWL-10	3
likewise	adv	同样地	AWL-10	3
nonetheless	adv	尽管如此	AWL-10	3
notwithstanding	prep	尽管	AWL-10	3
odd	adj	奇数的；奇怪的	AWL-10	3
ongoing	adj	正在进行的	AWL-10	3
panel	n	面板；小组	AWL-10	3
persist	v	坚持；持续	AWL-10	3
pose	v	构成；摆姿势	AWL-10	3
reluctance	n	不情愿	AWL-10	3
so-called	adj	所谓的	AWL-10	3
straightforward	adj	简单的	AWL-10	3
undergo	v	经历	AWL-10	3
whereby	adv	凭此	AWL-10	3
#
# ===== 40个写作/口语高频功能词 (2026新托福band 4.0+必备) =====
argue	v	论证；主张	功能词-论证	5
contend	v	主张(有对立意味)	功能词-论证	5
refute	v	反驳	功能词-论证	5
concede	v	(不情愿地)承认	功能词-论证	5
qualify	v	限定(论点条件)	功能词-论证	5
analyze	v	分析	功能词-分析	5
undermine	v	削弱	功能词-因果	5
exacerbate	v	加剧(负面情况)	功能词-因果	5
mitigate	v	缓解(负面影响)	功能词-因果	5
gradual	adj	逐渐的	功能词-变化量	5
accelerate	v	加速	功能词-变化量	5
plausible	adj	合理的；可信的	功能词-评价	5
compelling	adj	有说服力的	功能词-评价	5
dubious	adj	可疑的	功能词-评价	5
contentious	adj	有争议的	功能词-评价	5
rigorous	adj	严格的；严谨的	功能词-评价	5
premise	n	前提	功能词-抽象名词	5
conversely	adv	相反地	功能词-连接转折	5
accordingly	adv	因此；相应地	功能词-连接转折	5
consequently	adv	因此	功能词-连接转折	5
ultimately	adv	最终	功能词-连接转折	5
#
# ===== Complete the Words 专项高频词 (2026新题型) =====
however	adv	然而	填词-转折连接	5
although	conj	虽然	填词-转折连接	5
therefore	adv	因此	填词-转折连接	5
moreover	adv	而且	填词-转折连接	5
meanwhile	adv	同时	填词-转折连接	5
subsequently	adv	随后	填词-转折连接	5
specifically	adv	具体地	填词-转折连接	5
particularly	adv	特别地	填词-转折连接	5
additionally	adv	另外	填词-转折连接	5
regardless	adv	不管怎样	填词-转折连接	5
alternatively	adv	或者	填词-转折连接	5
simultaneously	adv	同时地	填词-转折连接	5
approximately	adv	大约	填词-转折连接	5
significantly	adv	显著地	填词-修饰副词	5
increasingly	adv	日益	填词-修饰副词	5
relatively	adv	相对地	填词-修饰副词	5
essentially	adv	本质上	填词-修饰副词	5
primarily	adv	主要地	填词-修饰副词	5
effectively	adv	有效地	填词-修饰副词	5
substantially	adv	大幅地	填词-修饰副词	5
consistently	adv	一贯地	填词-修饰副词	5
presumably	adv	大概	填词-修饰副词	5
inevitably	adv	不可避免地	填词-修饰副词	5
#
# ===== 12学科主题高频词汇 =====
#
# --- 人类学 Anthropology ---
ritual	n	仪式	学科-人类学	4
kinship	n	亲属关系	学科-人类学	4
ethnography	n	民族志	学科-人类学	4
artifact	n	手工艺品	学科-人类学	4
indigenous	adj	土著的	学科-人类学	4
nomadic	adj	游牧的	学科-人类学	4
subsistence	n	生存；生计	学科-人类学	4
taboo	n	禁忌	学科-人类学	4
lineage	n	世系；血统	学科-人类学	4
assimilation	n	同化	学科-人类学	4
matrilineal	adj	母系的	学科-人类学	4
patrilineal	adj	父系的	学科-人类学	4
egalitarian	adj	平等主义的	学科-人类学	4
foraging	n	觅食	学科-人类学	4
acculturation	n	文化适应	学科-人类学	4
#
# --- 艺术与建筑 Art & Architecture ---
composition	n	构图；作文	学科-艺术建筑	4
ornament	n	装饰	学科-艺术建筑	4
motif	n	图案；主题	学科-艺术建筑	4
aesthetic	adj/n	美学的	学科-艺术建筑	4
symmetry	n	对称	学科-艺术建筑	4
facade	n	建筑正面	学科-艺术建筑	4
patron	n	赞助人	学科-艺术建筑	4
Renaissance	n	文艺复兴	学科-艺术建筑	4
mosaic	n	马赛克；镶嵌画	学科-艺术建筑	4
pigment	n	颜料	学科-艺术建筑	4
fresco	n	壁画	学科-艺术建筑	4
canvas	n	画布	学科-艺术建筑	4
sculpture	n	雕塑	学科-艺术建筑	4
porcelain	n	瓷器	学科-艺术建筑	4
vault	n	拱顶	学科-艺术建筑	4
#
# --- 天文与物理 Astronomy & Physics ---
orbit	n/v	轨道；绕行	学科-天文物理	4
gravity	n	引力	学科-天文物理	4
radiation	n	辐射	学科-天文物理	4
particle	n	粒子	学科-天文物理	4
spectrum	n	光谱	学科-天文物理	4
nebula	n	星云	学科-天文物理	4
supernova	n	超新星	学科-天文物理	4
luminosity	n	光度	学科-天文物理	4
asteroid	n	小行星	学科-天文物理	4
wavelength	n	波长	学科-天文物理	4
velocity	n	速度	学科-天文物理	4
magnitude	n	星等；量级	学科-天文物理	4
eclipse	n	日食/月食	学科-天文物理	4
terrestrial	adj	地球的；陆地的	学科-天文物理	4
celestial	adj	天体的	学科-天文物理	4
#
# --- 生物与生命科学 Biology & Life Sciences ---
organism	n	有机体	学科-生物	4
ecosystem	n	生态系统	学科-生物	4
adaptation	n	适应	学科-生物	4
species	n	物种	学科-生物	4
photosynthesis	n	光合作用	学科-生物	4
symbiosis	n	共生	学科-生物	4
predator	n	捕食者	学科-生物	4
prey	n	猎物	学科-生物	4
metabolism	n	新陈代谢	学科-生物	4
chromosome	n	染色体	学科-生物	4
mutation	n	突变	学科-生物	4
pollination	n	授粉	学科-生物	4
biodiversity	n	生物多样性	学科-生物	4
habitat	n	栖息地	学科-生物	4
larvae	n	幼虫	学科-生物	4
camouflage	n/v	伪装	学科-生物	4
migration	n	迁徙	学科-生物	4
hibernation	n	冬眠	学科-生物	4
vertebrate	n	脊椎动物	学科-生物	4
invertebrate	n	无脊椎动物	学科-生物	4
extinction	n	灭绝	学科-生物	4
fossil	n	化石	学科-生物	4
evolution	n	进化	学科-生物	4
natural selection	n	自然选择	学科-生物	4
reproductive	adj	生殖的	学科-生物	4
#
# --- 校园生活 Campus Life ---
syllabus	n	教学大纲	学科-校园	4
registrar	n	教务处	学科-校园	4
tuition	n	学费	学科-校园	4
deadline	n	截止日期	学科-校园	4
enrollment	n	入学注册	学科-校园	4
prerequisite	n	先修条件	学科-校园	4
semester	n	学期	学科-校园	4
scholarship	n	奖学金	学科-校园	4
transcript	n	成绩单	学科-校园	4
elective	n/adj	选修课	学科-校园	4
dormitory	n	宿舍	学科-校园	4
orientation	n	入学说明会	学科-校园	4
extracurricular	adj	课外的	学科-校园	4
dissertation	n	学位论文	学科-校园	4
